x,y,t,ELEV,DEWP,STP,TEMP
105.75,39.7833333,1,1143.0,-21.11,913.1,-9.61
107.4,40.7666666,1,1041.0,-22.56,912.6,-10.22
107.9833333,39.1,1,1381.0,-20.17,871.3,-10.06
109.9833333,39.8333333,1,1459.0,-20.39,862.4,-11.11
117.6,44.5833333,1,997.0,-23.89,914.1,-19.28
120.9,44.5666666,1,266.0,-21.61,1000.2,-11.5
119.4,43.9833333,1,485.0,-21.5,973.3,-11.0
116.1166666,43.95,1,1004.0,-25.28,915.2,-20.11
118.0333333,43.6333333,1,825.4,-25.06,999.9,-14.83
122.2666666,43.6,1,180.0,-21.28,1011.2,-12.22
116.4666666,42.1833333,1,1247.0,-23.94,886.8,-17.5
118.8333333,42.3,1,567.0,-25.33,953.7,-11.94
120.7,42.3333333,1,401.0,-24.06,984.2,-9.61
121.7,50.45,2,733.0,-30.28,941.9,-26.17
123.7166666,49.2,2,288.0,-27.22,994.6,-22.39
116.8166666,48.6833333,2,556.7,-23.39,967.3,-19.22
121.9166666,48.7666666,2,739.0,-23.33,940.8,-18.11
119.9333333,47.1666666,2,997.0,-28.0,913.0,-24.33
116.9666666,45.5166666,2,840.0,-24.5,936.1,-19.89
101.0666666,41.95,2,941.0,-22.56,921.7,-11.83
102.3666666,41.3666666,2,960.0,-22.67,999.9,-12.39
104.5,40.75,2,1329.0,-18.89,875.9,-11.83
112.0,43.65,2,966.0,-28.28,923.9,-20.83
114.15,44.6166666,2,1183.0,-26.72,999.9,-21.44
110.1333333,42.5333333,2,1223.0,-26.06,892.2,-17.22
115.0,44.0166666,2,1147.7,-25.67,900.4,-21.17
106.3833333,41.45,2,1510.0,-22.89,855.7,-13.06
112.9,42.4,2,1152.0,-26.33,901.7,-18.0
108.5166666,41.5666666,2,1290.0,-23.94,882.8,-11.5
110.4333333,41.7,2,1377.0,-26.39,999.9,-16.56
114.0,41.9,2,1484.0,-25.78,862.0,-19.0
111.824103,40.851422,2,1083.86,-24.94,898.9,-10.06
113.0666666,41.0333333,2,1416.0,-26.94,999.9,-15.72
105.75,39.7833333,2,1143.0,-20.22,909.9,-10.5
107.4,40.7666666,2,1041.0,-22.89,911.2,-9.83
107.9833333,39.1,2,1381.0,-17.78,870.1,-9.0
109.9833333,39.8333333,2,1459.0,-24.33,862.5,-11.17
117.6,44.5833333,2,997.0,-24.89,916.2,-20.56
120.9,44.5666666,2,266.0,-21.5,1001.7,-11.56
119.4,43.9833333,2,485.0,-21.22,975.1,-11.22
116.1166666,43.95,2,1004.0,-25.11,917.5,-20.28
118.0333333,43.6333333,2,825.4,-23.28,999.9,-14.56
122.2666666,43.6,2,180.0,-21.17,1012.8,-12.39
116.4666666,42.1833333,2,1247.0,-24.78,888.9,-19.0
118.8333333,42.3,2,567.0,-22.44,955.0,-11.94
120.7,42.3333333,2,401.0,-22.06,985.6,-9.61
121.7,50.45,3,733.0,-32.28,935.1,-28.28
123.7166666,49.2,3,288.0,-24.72,988.2,-18.56
116.8166666,48.6833333,3,556.7,-24.11,960.6,-20.33
121.9166666,48.7666666,3,739.0,-23.94,934.8,-18.56
119.9333333,47.1666666,3,997.0,-31.94,908.6,-27.83
116.9666666,45.5166666,3,840.0,-24.89,929.7,-20.0
101.0666666,41.95,3,941.0,-17.61,914.4,-11.11
102.3666666,41.3666666,3,960.0,-19.11,999.9,-12.11
104.5,40.75,3,1329.0,-14.61,869.9,-11.72
112.0,43.65,3,966.0,-27.22,917.0,-19.28
114.15,44.6166666,3,1183.0,-24.56,999.9,-18.56
110.1333333,42.5333333,3,1223.0,-25.94,884.9,-15.94
115.0,44.0166666,3,1147.7,-25.44,894.0,-20.78
106.3833333,41.45,3,1510.0,-16.28,849.5,-13.94
112.9,42.4,3,1152.0,-25.5,894.1,-17.22
108.5166666,41.5666666,3,1290.0,-14.78,875.8,-10.94
110.4333333,41.7,3,1377.0,-25.28,999.9,-13.72
114.0,41.9,3,1484.0,-23.06,855.2,-16.5
111.824103,40.851422,3,1083.86,-22.78,891.8,-9.67
113.0666666,41.0333333,3,1416.0,-25.39,999.9,-14.89
105.75,39.7833333,3,1143.0,-12.78,903.5,-8.22
107.4,40.7666666,3,1041.0,-13.0,903.6,-8.5
107.9833333,39.1,3,1381.0,-9.39,863.5,-7.33
109.9833333,39.8333333,3,1459.0,-11.33,855.9,-8.89
117.6,44.5833333,3,997.0,-28.39,911.0,-24.61
120.9,44.5666666,3,266.0,-21.89,995.2,-9.33
119.4,43.9833333,3,485.0,-22.5,969.7,-11.22
116.1166666,43.95,3,1004.0,-26.0,911.2,-21.44
118.0333333,43.6333333,3,825.4,-24.78,999.9,-15.44
122.2666666,43.6,3,180.0,-21.17,1006.5,-11.61
116.4666666,42.1833333,3,1247.0,-24.28,882.4,-18.44
118.8333333,42.3,3,567.0,-23.28,949.2,-10.89
120.7,42.3333333,3,401.0,-23.11,979.9,-9.33
121.7,50.45,4,733.0,-32.28,930.5,-28.22
123.7166666,49.2,4,288.0,-24.56,983.4,-18.72
116.8166666,48.6833333,4,556.7,-19.0,954.8,-14.22
121.9166666,48.7666666,4,739.0,-22.61,929.4,-17.72
119.9333333,47.1666666,4,997.0,-27.33,902.8,-23.83
116.9666666,45.5166666,4,840.0,-22.39,926.1,-17.0
101.0666666,41.95,4,941.0,-15.22,915.0,-11.28
102.3666666,41.3666666,4,960.0,-16.33,999.9,-10.72
104.5,40.75,4,1329.0,-15.06,868.7,-12.39
112.0,43.65,4,966.0,-26.61,914.1,-18.67
114.15,44.6166666,4,1183.0,-24.06,999.9,-18.61
110.1333333,42.5333333,4,1223.0,-25.67,883.0,-15.11
115.0,44.0166666,4,1147.7,-24.11,890.8,-19.28
106.3833333,41.45,4,1510.0,-13.94,848.6,-10.56
112.9,42.4,4,1152.0,-25.0,892.3,-16.5
108.5166666,41.5666666,4,1290.0,-17.28,874.2,-10.56
110.4333333,41.7,4,1377.0,-25.39,999.9,-13.78
114.0,41.9,4,1484.0,-23.83,853.4,-16.39
111.824103,40.851422,4,1083.86,-18.56,889.9,-9.44
113.0666666,41.0333333,4,1416.0,-25.89,999.9,-13.17
105.75,39.7833333,4,1143.0,-10.28,901.5,-5.5
107.4,40.7666666,4,1041.0,-12.72,901.7,-6.33
107.9833333,39.1,4,1381.0,-9.22,862.3,-6.72
109.9833333,39.8333333,4,1459.0,-13.0,854.5,-8.22
117.6,44.5833333,4,997.0,-23.44,906.3,-17.83
120.9,44.5666666,4,266.0,-19.67,990.3,-7.89
119.4,43.9833333,4,485.0,-20.33,964.6,-9.44
116.1166666,43.95,4,1004.0,-23.78,907.6,-17.94
118.0333333,43.6333333,4,825.4,-23.39,999.9,-12.72
122.2666666,43.6,4,180.0,-19.61,1001.1,-9.44
116.4666666,42.1833333,4,1247.0,-24.5,879.9,-18.39
118.8333333,42.3,4,567.0,-23.0,944.4,-8.78
120.7,42.3333333,4,401.0,-22.56,974.7,-6.78
121.7,50.45,5,733.0,-32.17,927.4,-28.11
123.7166666,49.2,5,288.0,-24.67,981.8,-19.72
116.8166666,48.6833333,5,556.7,-19.22,952.6,-14.67
121.9166666,48.7666666,5,739.0,-19.56,928.4,-14.33
119.9333333,47.1666666,5,997.0,-26.72,902.2,-22.89
116.9666666,45.5166666,5,840.0,-19.72,923.5,-14.17
101.0666666,41.95,5,941.0,-21.61,918.1,-17.72
102.3666666,41.3666666,5,960.0,-18.94,999.9,-15.06
104.5,40.75,5,1329.0,-20.11,872.0,-17.28
112.0,43.65,5,966.0,-23.06,910.9,-15.17
114.15,44.6166666,5,1183.0,-20.44,999.9,-14.67
110.1333333,42.5333333,5,1223.0,-20.89,880.5,-14.83
115.0,44.0166666,5,1147.7,-20.83,888.6,-15.56
106.3833333,41.45,5,1510.0,-19.72,850.3,-17.28
112.9,42.4,5,1152.0,-21.28,889.2,-13.72
108.5166666,41.5666666,5,1290.0,-17.39,873.5,-13.22
110.4333333,41.7,5,1377.0,-19.89,999.9,-14.61
114.0,41.9,5,1484.0,-20.39,851.3,-13.33
111.824103,40.851422,5,1083.86,-15.67,888.1,-8.06
113.0666666,41.0333333,5,1416.0,-22.06,999.9,-11.94
105.75,39.7833333,5,1143.0,-14.89,904.7,-11.11
107.4,40.7666666,5,1041.0,-14.22,902.1,-10.0
107.9833333,39.1,5,1381.0,-12.72,862.9,-10.0
109.9833333,39.8333333,5,1459.0,-12.06,853.2,-9.28
117.6,44.5833333,5,997.0,-20.39,905.0,-16.0
120.9,44.5666666,5,266.0,-17.56,989.6,-5.33
119.4,43.9833333,5,485.0,-17.94,963.8,-6.56
116.1166666,43.95,5,1004.0,-20.0,905.5,-14.44
118.0333333,43.6333333,5,825.4,-19.94,999.9,-9.5
122.2666666,43.6,5,180.0,-17.39,1001.2,-6.33
116.4666666,42.1833333,5,1247.0,-21.67,877.9,-13.94
118.8333333,42.3,5,567.0,-18.39,943.9,-6.33
120.7,42.3333333,5,401.0,-19.44,974.8,-5.94
121.7,50.45,6,733.0,-26.61,924.3,-23.06
123.7166666,49.2,6,288.0,-20.89,978.3,-17.33
116.8166666,48.6833333,6,556.7,-20.33,946.7,-16.44
121.9166666,48.7666666,6,739.0,-18.67,923.2,-13.17
119.9333333,47.1666666,6,997.0,-21.56,895.6,-17.67
116.9666666,45.5166666,6,840.0,-19.17,916.6,-14.94
101.0666666,41.95,6,941.0,-22.33,919.6,-17.11
102.3666666,41.3666666,6,960.0,-20.56,999.9,-14.78
104.5,40.75,6,1329.0,-22.83,874.0,-17.89
112.0,43.65,6,966.0,-20.61,906.4,-16.28
114.15,44.6166666,6,1183.0,-22.61,999.9,-18.78
110.1333333,42.5333333,6,1223.0,-20.28,877.3,-16.44
115.0,44.0166666,6,1147.7,-22.11,883.3,-18.56
106.3833333,41.45,6,1510.0,-23.0,851.0,-20.44
112.9,42.4,6,1152.0,-19.83,885.9,-16.06
108.5166666,41.5666666,6,1290.0,-21.11,872.8,-15.83
110.4333333,41.7,6,1377.0,-20.72,999.9,-16.44
114.0,41.9,6,1484.0,-21.44,847.5,-17.78
111.824103,40.851422,6,1083.86,-18.11,887.3,-12.39
113.0666666,41.0333333,6,1416.0,-21.0,999.9,-15.11
105.75,39.7833333,6,1143.0,-20.33,908.8,-14.28
107.4,40.7666666,6,1041.0,-21.72,903.6,-14.83
107.9833333,39.1,6,1381.0,-19.56,865.3,-14.44
109.9833333,39.8333333,6,1459.0,-19.56,853.7,-15.11
117.6,44.5833333,6,997.0,-19.22,898.7,-15.44
120.9,44.5666666,6,266.0,-16.61,983.4,-4.67
119.4,43.9833333,6,485.0,-17.78,957.7,-6.22
116.1166666,43.95,6,1004.0,-20.5,900.2,-15.78
118.0333333,43.6333333,6,825.4,-20.83,999.9,-9.89
122.2666666,43.6,6,180.0,-14.11,994.3,-4.22
116.4666666,42.1833333,6,1247.0,-19.83,873.5,-15.56
118.8333333,42.3,6,567.0,-17.72,938.1,-6.44
120.7,42.3333333,6,401.0,-17.5,968.2,-4.89
121.7,50.45,7,733.0,-30.06,921.7,-26.06
123.7166666,49.2,7,288.0,-20.89,976.3,-17.0
116.8166666,48.6833333,7,556.7,-21.22,944.3,-17.56
121.9166666,48.7666666,7,739.0,-21.83,920.3,-16.83
119.9333333,47.1666666,7,997.0,-23.89,890.8,-20.22
116.9666666,45.5166666,7,840.0,-20.78,913.5,-17.17
101.0666666,41.95,7,941.0,-20.56,919.0,-14.17
102.3666666,41.3666666,7,960.0,-19.44,999.9,-10.94
104.5,40.75,7,1329.0,-20.0,873.9,-12.5
112.0,43.65,7,966.0,-18.61,904.8,-14.17
114.15,44.6166666,7,1183.0,-22.89,999.9,-18.83
110.1333333,42.5333333,7,1223.0,-19.72,877.6,-15.5
115.0,44.0166666,7,1147.7,-21.67,879.5,-18.22
106.3833333,41.45,7,1510.0,-21.89,851.7,-18.61
112.9,42.4,7,1152.0,-17.89,883.5,-14.83
108.5166666,41.5666666,7,1290.0,-19.06,873.2,-13.39
110.4333333,41.7,7,1377.0,-19.56,999.9,-14.89
114.0,41.9,7,1484.0,-20.28,844.2,-17.11
111.824103,40.851422,7,1083.86,-19.72,886.8,-13.83
113.0666666,41.0333333,7,1416.0,-22.28,999.9,-14.72
105.75,39.7833333,7,1143.0,-19.67,908.6,-12.67
107.4,40.7666666,7,1041.0,-19.22,903.3,-12.06
107.9833333,39.1,7,1381.0,-19.06,865.3,-11.67
109.9833333,39.8333333,7,1459.0,-19.11,853.9,-13.17
117.6,44.5833333,7,997.0,-20.94,893.8,-17.67
120.9,44.5666666,7,266.0,-19.67,978.8,-10.83
119.4,43.9833333,7,485.0,-21.72,952.8,-10.83
116.1166666,43.95,7,1004.0,-19.72,895.5,-15.67
118.0333333,43.6333333,7,825.4,-23.61,999.9,-13.89
122.2666666,43.6,7,180.0,-15.33,989.0,-10.28
116.4666666,42.1833333,7,1247.0,-21.17,868.8,-17.11
118.8333333,42.3,7,567.0,-23.5,933.4,-11.17
120.7,42.3333333,7,401.0,-23.28,962.6,-9.39
121.7,50.45,8,733.0,-31.17,925.3,-25.94
123.7166666,49.2,8,288.0,-26.72,978.8,-21.17
116.8166666,48.6833333,8,556.7,-26.78,950.9,-22.11
121.9166666,48.7666666,8,739.0,-26.72,922.1,-21.61
119.9333333,47.1666666,8,997.0,-32.17,893.5,-28.28
116.9666666,45.5166666,8,840.0,-25.39,918.3,-20.89
101.0666666,41.95,8,941.0,-18.94,921.5,-12.0
102.3666666,41.3666666,8,960.0,-18.56,999.9,-9.5
104.5,40.75,8,1329.0,-20.28,876.7,-14.11
112.0,43.65,8,966.0,-24.0,909.3,-18.67
114.15,44.6166666,8,1183.0,-26.5,999.9,-22.33
110.1333333,42.5333333,8,1223.0,-20.89,881.2,-16.06
115.0,44.0166666,8,1147.7,-26.28,883.9,-22.44
106.3833333,41.45,8,1510.0,-21.89,854.5,-18.61
112.9,42.4,8,1152.0,-22.5,887.1,-18.17
108.5166666,41.5666666,8,1290.0,-18.94,876.0,-12.61
110.4333333,41.7,8,1377.0,-20.33,999.9,-14.56
114.0,41.9,8,1484.0,-23.22,847.3,-19.61
111.824103,40.851422,8,1083.86,-19.61,889.0,-11.72
113.0666666,41.0333333,8,1416.0,-24.06,999.9,-15.67
105.75,39.7833333,8,1143.0,-18.61,911.3,-11.17
107.4,40.7666666,8,1041.0,-19.06,906.7,-11.83
107.9833333,39.1,8,1381.0,-18.11,868.0,-12.72
109.9833333,39.8333333,8,1459.0,-18.78,856.2,-12.72
117.6,44.5833333,8,997.0,-25.33,897.9,-21.56
120.9,44.5666666,8,266.0,-24.94,982.8,-14.22
119.4,43.9833333,8,485.0,-25.17,956.8,-14.11
116.1166666,43.95,8,1004.0,-25.17,900.1,-19.72
118.0333333,43.6333333,8,825.4,-26.28,999.9,-16.33
122.2666666,43.6,8,180.0,-20.28,993.0,-13.28
116.4666666,42.1833333,8,1247.0,-23.83,871.5,-19.28
118.8333333,42.3,8,567.0,-25.72,937.4,-13.83
120.7,42.3333333,8,401.0,-24.33,966.6,-11.44
121.7,50.45,9,733.0,-34.11,933.6,-27.44
123.7166666,49.2,9,288.0,-33.72,988.3,-26.78
116.8166666,48.6833333,9,556.7,-30.61,960.9,-25.56
121.9166666,48.7666666,9,739.0,-31.56,931.6,-25.22
119.9333333,47.1666666,9,997.0,-37.94,903.6,-33.78
116.9666666,45.5166666,9,840.0,-29.0,927.9,-24.11
101.0666666,41.95,9,941.0,-21.5,921.5,-16.0
102.3666666,41.3666666,9,960.0,-18.89,999.9,-10.39
104.5,40.75,9,1329.0,-21.61,876.9,-15.33
112.0,43.65,9,966.0,-26.72,915.8,-21.17
114.15,44.6166666,9,1183.0,-29.72,999.9,-24.56
110.1333333,42.5333333,9,1223.0,-21.28,885.2,-16.78
115.0,44.0166666,9,1147.7,-29.61,891.7,-25.5
106.3833333,41.45,9,1510.0,-21.06,855.5,-17.0
112.9,42.4,9,1152.0,-24.61,893.3,-20.28
108.5166666,41.5666666,9,1290.0,-17.67,878.4,-11.28
110.4333333,41.7,9,1377.0,-20.44,999.9,-15.94
114.0,41.9,9,1484.0,-26.78,853.0,-22.72
111.824103,40.851422,9,1083.86,-19.72,892.9,-13.22
113.0666666,41.0333333,9,1416.0,-25.56,999.9,-16.78
105.75,39.7833333,9,1143.0,-17.33,911.2,-10.61
107.4,40.7666666,9,1041.0,-18.11,907.5,-11.28
107.9833333,39.1,9,1381.0,-17.67,869.1,-11.28
109.9833333,39.8333333,9,1459.0,-17.39,858.7,-10.83
117.6,44.5833333,9,997.0,-29.78,906.8,-25.5
120.9,44.5666666,9,266.0,-30.67,994.2,-17.67
119.4,43.9833333,9,485.0,-29.94,966.9,-17.44
116.1166666,43.95,9,1004.0,-30.28,908.3,-24.67
118.0333333,43.6333333,9,825.4,-30.28,999.9,-19.78
122.2666666,43.6,9,180.0,-26.28,1004.6,-17.78
116.4666666,42.1833333,9,1247.0,-28.44,878.8,-23.5
118.8333333,42.3,9,567.0,-29.78,945.8,-16.72
120.7,42.3333333,9,401.0,-29.33,976.3,-15.83
121.7,50.45,10,733.0,-34.94,933.0,-29.83
123.7166666,49.2,10,288.0,-33.5,989.3,-28.5
116.8166666,48.6833333,10,556.7,-24.94,956.0,-20.28
121.9166666,48.7666666,10,739.0,-29.11,932.7,-21.39
119.9333333,47.1666666,10,997.0,-34.56,904.8,-30.33
116.9666666,45.5166666,10,840.0,-25.11,926.7,-20.0
101.0666666,41.95,10,941.0,-21.78,921.0,-17.06
102.3666666,41.3666666,10,960.0,-20.39,999.9,-13.56
104.5,40.75,10,1329.0,-21.78,876.9,-15.94
112.0,43.65,10,966.0,-22.11,916.2,-17.39
114.15,44.6166666,10,1183.0,-25.67,999.9,-20.22
110.1333333,42.5333333,10,1223.0,-19.67,886.6,-13.72
115.0,44.0166666,10,1147.7,-25.5,893.1,-21.61
106.3833333,41.45,10,1510.0,-20.0,855.4,-14.11
112.9,42.4,10,1152.0,-21.72,895.3,-15.89
108.5166666,41.5666666,10,1290.0,-18.83,880.9,-13.72
110.4333333,41.7,10,1377.0,-20.28,999.9,-14.78
114.0,41.9,10,1484.0,-24.06,856.8,-18.11
111.824103,40.851422,10,1083.86,-21.39,896.8,-14.61
113.0666666,41.0333333,10,1416.0,-25.39,999.9,-15.61
105.75,39.7833333,10,1143.0,-18.94,911.4,-12.78
107.4,40.7666666,10,1041.0,-18.5,909.4,-13.11
107.9833333,39.1,10,1381.0,-19.06,871.0,-13.89
109.9833333,39.8333333,10,1459.0,-17.56,861.7,-9.94
117.6,44.5833333,10,997.0,-25.39,908.0,-19.22
120.9,44.5666666,10,266.0,-29.11,995.7,-15.39
119.4,43.9833333,10,485.0,-29.72,969.1,-16.0
116.1166666,43.95,10,1004.0,-25.33,910.1,-20.06
118.0333333,43.6333333,10,825.4,-29.33,999.9,-15.61
122.2666666,43.6,10,180.0,-28.0,1008.1,-18.06
116.4666666,42.1833333,10,1247.0,-27.39,882.9,-21.78
118.8333333,42.3,10,567.0,-30.28,949.4,-14.44
120.7,42.3333333,10,401.0,-31.44,980.4,-16.33
121.7,50.45,11,733.0,-34.94,932.7,-30.28
123.7166666,49.2,11,288.0,-31.17,988.8,-25.83
116.8166666,48.6833333,11,556.7,-23.39,952.7,-20.39
121.9166666,48.7666666,11,739.0,-23.33,931.4,-18.61
119.9333333,47.1666666,11,997.0,-28.28,902.1,-24.11
116.9666666,45.5166666,11,840.0,-18.33,921.9,-13.28
101.0666666,41.95,11,941.0,-20.83,913.6,-15.83
102.3666666,41.3666666,11,960.0,-20.11,999.9,-12.39
104.5,40.75,11,1329.0,-17.89,870.5,-12.78
112.0,43.65,11,966.0,-17.61,909.6,-11.89
114.15,44.6166666,11,1183.0,-20.0,999.9,-15.22
110.1333333,42.5333333,11,1223.0,-18.06,880.6,-10.17
115.0,44.0166666,11,1147.7,-19.0,888.4,-15.17
106.3833333,41.45,11,1510.0,-18.72,849.1,-9.56
112.9,42.4,11,1152.0,-17.72,889.8,-8.72
108.5166666,41.5666666,11,1290.0,-18.0,875.4,-12.89
110.4333333,41.7,11,1377.0,-17.78,999.9,-10.44
114.0,41.9,11,1484.0,-19.0,853.3,-12.06
111.824103,40.851422,11,1083.86,-19.22,893.2,-12.22
113.0666666,41.0333333,11,1416.0,-20.61,999.9,-11.39
105.75,39.7833333,11,1143.0,-18.17,905.0,-13.72
107.4,40.7666666,11,1041.0,-17.28,903.4,-11.56
107.9833333,39.1,11,1381.0,-18.17,865.6,-11.06
109.9833333,39.8333333,11,1459.0,-15.72,857.6,-8.28
117.6,44.5833333,11,997.0,-17.61,903.4,-11.72
120.9,44.5666666,11,266.0,-19.72,991.6,-9.56
119.4,43.9833333,11,485.0,-20.0,964.3,-10.33
116.1166666,43.95,11,1004.0,-18.44,905.1,-13.44
118.0333333,43.6333333,11,825.4,-21.61,999.9,-11.56
122.2666666,43.6,11,180.0,-19.89,1003.2,-11.61
116.4666666,42.1833333,11,1247.0,-20.39,879.2,-14.56
118.8333333,42.3,11,567.0,-19.06,944.4,-5.28
120.7,42.3333333,11,401.0,-22.33,975.4,-8.33
121.7,50.45,12,733.0,-24.89,924.8,-20.28
123.7166666,49.2,12,288.0,-27.67,985.0,-23.78
116.8166666,48.6833333,12,556.7,-20.33,945.8,-16.44
121.9166666,48.7666666,12,739.0,-23.22,926.3,-19.89
119.9333333,47.1666666,12,997.0,-19.72,896.4,-14.61
116.9666666,45.5166666,12,840.0,-16.06,915.9,-9.83
101.0666666,41.95,12,941.0,-15.89,912.1,-10.22
102.3666666,41.3666666,12,960.0,-17.22,999.9,-8.5
104.5,40.75,12,1329.0,-18.72,868.8,-11.78
112.0,43.65,12,966.0,-15.67,902.2,-8.0
114.15,44.6166666,12,1183.0,-18.67,999.9,-13.17
110.1333333,42.5333333,12,1223.0,-16.06,874.0,-8.28
115.0,44.0166666,12,1147.7,-15.56,881.5,-10.28
106.3833333,41.45,12,1510.0,-18.33,847.2,-13.22
112.9,42.4,12,1152.0,-14.39,882.8,-5.78
108.5166666,41.5666666,12,1290.0,-16.28,870.0,-11.17
110.4333333,41.7,12,1377.0,-15.56,999.9,-8.17
114.0,41.9,12,1484.0,-16.33,847.7,-9.06
111.824103,40.851422,12,1083.86,-16.56,886.2,-9.06
113.0666666,41.0333333,12,1416.0,-17.22,999.9,-7.11
105.75,39.7833333,12,1143.0,-17.06,903.3,-10.94
107.4,40.7666666,12,1041.0,-16.33,898.6,-9.56
107.9833333,39.1,12,1381.0,-14.5,861.6,-6.78
109.9833333,39.8333333,12,1459.0,-14.61,852.0,-6.11
117.6,44.5833333,12,997.0,-15.28,897.8,-6.61
120.9,44.5666666,12,266.0,-20.11,987.7,-11.28
119.4,43.9833333,12,485.0,-18.78,960.7,-10.67
116.1166666,43.95,12,1004.0,-15.78,898.3,-7.39
118.0333333,43.6333333,12,825.4,-19.44,999.9,-7.89
122.2666666,43.6,12,180.0,-11.72,1000.0,-7.0
116.4666666,42.1833333,12,1247.0,-18.33,874.1,-9.61
118.8333333,42.3,12,567.0,-18.5,940.8,-4.06
120.7,42.3333333,12,401.0,-15.67,972.9,-5.78
121.7,50.45,13,733.0,-32.67,926.4,-28.94
123.7166666,49.2,13,288.0,-26.5,981.5,-22.61
116.8166666,48.6833333,13,556.7,-22.28,950.2,-18.06
121.9166666,48.7666666,13,739.0,-21.17,925.5,-16.11
119.9333333,47.1666666,13,997.0,-24.94,897.6,-21.5
116.9666666,45.5166666,13,840.0,-19.44,920.1,-15.33
101.0666666,41.95,13,941.0,-14.94,909.9,-9.94
102.3666666,41.3666666,13,960.0,-16.89,999.9,-7.94
104.5,40.75,13,1329.0,-16.67,867.1,-9.5
112.0,43.65,13,966.0,-17.11,906.8,-12.44
114.15,44.6166666,13,1183.0,-20.0,999.9,-16.06
110.1333333,42.5333333,13,1223.0,-17.44,877.3,-10.39
115.0,44.0166666,13,1147.7,-19.44,884.8,-16.06
106.3833333,41.45,13,1510.0,-16.11,846.4,-8.22
112.9,42.4,13,1152.0,-16.78,886.3,-11.22
108.5166666,41.5666666,13,1290.0,-15.89,871.6,-9.72
110.4333333,41.7,13,1377.0,-17.56,999.9,-9.39
114.0,41.9,13,1484.0,-17.39,848.9,-14.06
111.824103,40.851422,13,1083.86,-16.56,887.7,-9.33
113.0666666,41.0333333,13,1416.0,-19.33,999.9,-9.89
105.75,39.7833333,13,1143.0,-16.11,901.0,-8.83
107.4,40.7666666,13,1041.0,-16.28,899.3,-7.0
